Training Example ID,Real/Sim Data,SceneID,Object Config,Locative Preposition,Response Score
1266,sim,2,right,right,7
1267,real,2,left,left,7
1268,sim,2,left,right,1
1269,sim,2,right,left,1
1270,sim,2,right,right,7
1271,real,2,left,left,7
1272,sim,2,left,right,1
1273,sim,2,right,left,1
1274,sim,2,right,right,7
1275,real,2,left,left,7
1276,sim,2,left,right,1
1277,sim,2,right,left,1
1278,sim,2,right,right,7
1279,real,2,left,left,6
1280,sim,2,left,right,2
1281,sim,2,right,left,1
1282,sim,2,right,right,7
1283,real,2,left,left,6
1284,sim,2,left,right,2
1285,sim,2,right,left,1
1286,sim,2,right,right,7
1287,real,2,left,left,7
1288,sim,2,left,right,1
1289,sim,2,right,left,1
1290,sim,2,right,right,7
1291,real,2,left,left,2
1292,sim,2,left,right,6
1293,sim,2,right,left,1
1294,sim,2,right,right,7
1295,real,2,left,left,7
1296,sim,2,left,right,1
1297,sim,2,right,left,1
1298,sim,2,right,right,7
1299,real,2,left,left,6
1300,sim,2,left,right,2
1301,sim,2,right,left,1
1302,sim,2,right,right,7
1303,sim,2,left,left,7
1304,sim,2,left,right,1
1305,sim,2,right,left,1
1306,sim,2,right,right,7
1307,real,2,left,left,7
1308,sim,2,left,right,1
1309,sim,2,right,left,1
1310,sim,2,right,right,7
1311,real,2,left,left,6
1312,sim,2,left,right,2
1313,sim,2,right,left,1
1314,sim,2,right,right,7
1315,real,2,left,left,7
1316,sim,2,left,right,1
1317,sim,2,right,left,1
1318,sim,2,right,right,7
1319,real,2,left,left,1
1320,sim,2,left,right,7
1321,sim,2,right,left,1
1322,sim,2,right,right,7
1323,real,2,left,left,7
1324,sim,2,left,right,1
1325,sim,2,right,left,1
1326,sim,2,right,right,7
1327,real,2,left,left,7
1328,sim,2,left,right,1
1329,sim,2,right,left,1
1330,sim,2,right,right,7
1331,real,2,left,left,1
1332,sim,2,left,right,7
1333,sim,2,right,left,1
1334,sim,2,right,right,7
1335,real,2,left,left,7
1336,sim,2,left,right,1
1337,sim,2,right,left,1
1338,sim,2,right,right,7
1339,real,2,left,left,6
1340,sim,2,left,right,2
1341,sim,2,right,left,1
1342,sim,2,right,right,7
1343,real,2,left,left,5
1344,sim,2,left,right,3
1345,sim,2,right,left,1
1346,sim,2,right,right,7
1347,real,2,left,left,6
1348,sim,2,left,right,2
1349,sim,2,right,left,1
1350,sim,2,right,right,7
1351,real,2,left,on,1
1352,sim,2,right,on,1
1353,real,2,left,on,1
1354,sim,2,right,on,1
1355,real,2,left,on,1
1356,sim,2,right,on,1
1357,real,2,left,on,1
1358,sim,2,right,on,1
1359,real,2,left,on,1
1360,sim,2,right,on,1
1361,real,2,left,on,1
1362,sim,2,right,on,1
1363,real,2,left,on,1
1364,sim,2,right,on,1
1365,real,2,left,on,1
1366,sim,2,right,on,1
1367,real,2,left,on,1
1368,sim,2,right,on,1
1369,real,2,left,on,1
1370,sim,2,right,on,1
1371,real,2,left,on,2
1372,sim,2,right,on,2
1373,real,2,left,on,1
1374,sim,2,right,on,1
1375,real,2,left,on,1
1376,sim,2,right,on,1
1377,sim,2,left,on,1
1378,sim,2,right,on,1
1379,real,2,left,on,1
1380,sim,2,right,on,1
1381,real,2,left,on,1
1382,sim,2,right,on,1
1383,real,2,left,on,1
1384,sim,2,right,on,1
1385,real,2,left,on,1
1386,sim,2,right,on,1
1387,real,2,left,on,1
1388,sim,2,right,on,1
1389,real,2,left,on,1
1390,sim,2,right,on,1
1391,real,2,left,on,1
1392,sim,2,right,on,1
1393,real,2,left,on,1
1394,sim,2,right,on,1
1395,real,2,left,on,1
1396,sim,2,right,on,1
1397,real,2,left,on,1
1398,sim,2,right,on,1
1399,real,2,left,on,1
1400,sim,2,right,on,1
1401,real,2,left,on top,1
1402,sim,2,right,on top,1
1403,real,2,left,on top,1
1404,sim,2,right,on top,1
1405,real,2,left,on top,1
1406,sim,2,right,on top,1
1407,real,2,left,on top,2
1408,sim,2,right,on top,2
1409,real,2,left,on top,1
1410,sim,2,right,on top,1
1411,real,2,left,on top,1
1412,sim,2,right,on top,1
1413,real,2,left,on top,1
1414,sim,2,right,on top,1
1415,real,2,left,on top,1
1416,sim,2,right,on top,1
1417,real,2,left,on top,1
1418,sim,2,right,on top,1
1419,real,2,left,on top,1
1420,sim,2,right,on top,1
1421,real,2,left,on top,2
1422,sim,2,right,on top,2
1423,real,2,left,on top,1
1424,sim,2,right,on top,1
1425,real,2,left,on top,1
1426,sim,2,right,on top,1
1427,sim,2,left,on top,1
1428,sim,2,right,on top,1
1429,real,2,left,on top,1
1430,sim,2,right,on top,1
1431,real,2,left,on top,1
1432,sim,2,right,on top,1
1433,real,2,left,on top,1
1434,sim,2,right,on top,1
1435,real,2,left,on top,1
1436,sim,2,right,on top,1
1437,real,2,left,on top,1
1438,sim,2,right,on top,1
1439,real,2,left,on top,1
1440,sim,2,right,on top,1
1441,real,2,left,on top,1
1442,sim,2,right,on top,1
1443,real,2,left,on top,1
1444,sim,2,right,on top,1
1445,real,2,left,on top,1
1446,sim,2,right,on top,1
1447,real,2,left,on top,1
1448,sim,2,right,on top,1
1449,real,2,left,on top,1
1450,sim,2,right,on top,1
1451,real,2,left,over,1
1452,sim,2,right,over,1
1453,real,2,left,over,1
1454,sim,2,right,over,1
1455,real,2,left,over,1
1456,sim,2,right,over,1
1457,real,2,left,over,1
1458,sim,2,right,over,1
1459,real,2,left,over,1
1460,sim,2,right,over,1
1461,real,2,left,over,1
1462,sim,2,right,over,1
1463,real,2,left,over,1
1464,sim,2,right,over,1
1465,real,2,left,over,1
1466,sim,2,right,over,1
1467,real,2,left,over,1
1468,sim,2,right,over,1
1469,real,2,left,over,1
1470,sim,2,right,over,1
1471,real,2,left,over,2
1472,sim,2,right,over,2
1473,real,2,left,over,1
1474,sim,2,right,over,1
1475,real,2,left,over,1
1476,sim,2,right,over,1
1477,sim,2,left,over,1
1478,sim,2,right,over,1
1479,real,2,left,over,1
1480,sim,2,right,over,1
1481,real,2,left,over,1
1482,sim,2,right,over,1
1483,real,2,left,over,1
1484,sim,2,right,over,1
1485,real,2,left,over,1
1486,sim,2,right,over,1
1487,real,2,left,over,1
1488,sim,2,right,over,1
1489,real,2,left,over,1
1490,sim,2,right,over,1
1491,real,2,left,over,1
1492,sim,2,right,over,1
1493,real,2,left,over,1
1494,sim,2,right,over,1
1495,real,2,left,over,1
1496,sim,2,right,over,1
1497,real,2,left,over,1
1498,sim,2,right,over,1
1499,real,2,left,over,1
1500,sim,2,right,over,1
1501,real,2,left,near,5
1502,sim,2,right,near,5
1503,real,2,left,near,5
1504,sim,2,right,near,5
1505,real,2,left,near,6
1506,sim,2,right,near,6
1507,real,2,left,near,6
1508,sim,2,right,near,6
1509,real,2,left,near,4
1510,sim,2,right,near,4
1511,real,2,left,near,7
1512,sim,2,right,near,7
1513,real,2,left,near,6
1514,sim,2,right,near,6
1515,real,2,left,near,5
1516,sim,2,right,near,5
1517,real,2,left,near,6
1518,sim,2,right,near,6
1519,real,2,left,near,7
1520,sim,2,right,near,7
1521,real,2,left,near,6
1522,sim,2,right,near,6
1523,real,2,left,near,7
1524,sim,2,right,near,7
1525,real,2,left,near,6
1526,sim,2,right,near,6
1527,sim,2,left,near,6
1528,sim,2,right,near,6
1529,real,2,left,near,3
1530,sim,2,right,near,3
1531,real,2,left,near,4
1532,sim,2,right,near,4
1533,real,2,left,near,7
1534,sim,2,right,near,7
1535,real,2,left,near,6
1536,sim,2,right,near,6
1537,real,2,left,near,7
1538,sim,2,right,near,7
1539,real,2,left,near,6
1540,sim,2,right,near,6
1541,real,2,left,near,6
1542,sim,2,right,near,6
1543,real,2,left,near,7
1544,sim,2,right,near,7
1545,real,2,left,near,3
1546,sim,2,right,near,3
1547,real,2,left,near,2
1548,sim,2,right,near,2
1549,real,2,left,near,6
1550,sim,2,right,near,6
1551,real,2,left,next,6
1552,sim,2,right,next,6
1553,real,2,left,next,5
1554,sim,2,right,next,5
1555,real,2,left,next,7
1556,sim,2,right,next,7
1557,real,2,left,next,6
1558,sim,2,right,next,6
1559,real,2,left,next,3
1560,sim,2,right,next,3
1561,real,2,left,next,6
1562,sim,2,right,next,6
1563,real,2,left,next,7
1564,sim,2,right,next,7
1565,real,2,left,next,1
1566,sim,2,right,next,1
1567,real,2,left,next,5
1568,sim,2,right,next,5
1569,real,2,left,next,7
1570,sim,2,right,next,7
1571,real,2,left,next,6
1572,sim,2,right,next,6
1573,real,2,left,next,5
1574,sim,2,right,next,5
1575,real,2,left,next,6
1576,sim,2,right,next,6
1577,sim,2,left,next,7
1578,sim,2,right,next,7
1579,real,2,left,next,7
1580,sim,2,right,next,7
1581,real,2,left,next,6
1582,sim,2,right,next,6
1583,real,2,left,next,7
1584,sim,2,right,next,7
1585,real,2,left,next,1
1586,sim,2,right,next,1
1587,real,2,left,next,7
1588,sim,2,right,next,7
1589,real,2,left,next,6
1590,sim,2,right,next,6
1591,real,2,left,next,7
1592,sim,2,right,next,7
1593,real,2,left,next,5
1594,sim,2,right,next,5
1595,real,2,left,next,5
1596,sim,2,right,next,5
1597,real,2,left,next,5
1598,sim,2,right,next,5
1599,real,2,left,next,6
1600,sim,2,right,next,6
1601,real,3,left,above,1
1602,sim,3,left,below,1
1603,sim,3,right,above,1
1604,sim,3,right,below,1
1605,real,3,left,above,2
1606,sim,3,left,below,2
1607,sim,3,right,above,2
1608,sim,3,right,below,2
1609,real,3,left,above,1
1610,sim,3,left,below,1
1611,sim,3,right,above,1
1612,sim,3,right,below,1
1613,real,3,left,above,1
1614,sim,3,left,below,1
1615,sim,3,right,above,1
1616,sim,3,right,below,1
1617,real,3,left,above,1
1618,sim,3,left,below,1
1619,sim,3,right,above,1
1620,sim,3,right,below,1
1621,real,3,left,above,1
1622,sim,3,left,below,1
1623,sim,3,right,above,1
1624,sim,3,right,below,1
1625,real,3,left,above,1
1626,sim,3,left,below,1
1627,sim,3,right,above,1
1628,sim,3,right,below,1
1629,real,3,left,above,1
1630,sim,3,left,below,1
1631,sim,3,right,above,1
1632,sim,3,right,below,1
1633,real,3,left,above,1
1634,sim,3,left,below,1
1635,sim,3,right,above,1
1636,sim,3,right,below,1
1637,real,3,left,above,1
1638,sim,3,left,below,1
1639,sim,3,right,above,1
1640,sim,3,right,below,1
1641,real,3,left,above,1
1642,sim,3,left,below,1
1643,sim,3,right,above,1
1644,sim,3,right,below,1
1645,real,3,left,above,1
1646,sim,3,left,below,1
1647,sim,3,right,above,1
1648,sim,3,right,below,1
1649,real,3,left,above,1
1650,sim,3,left,below,1
1651,sim,3,right,above,1
1652,sim,3,right,below,1
1653,sim,3,left,above,1
1654,sim,3,left,below,1
1655,sim,3,right,above,1
1656,sim,3,right,below,1
1657,real,3,left,above,1
1658,sim,3,left,below,1
1659,sim,3,right,above,1
1660,sim,3,right,below,1
1661,real,3,left,above,1
1662,sim,3,left,below,1
1663,sim,3,right,above,1
1664,sim,3,right,below,1
1665,real,3,left,above,1
1666,sim,3,left,below,1
1667,sim,3,right,above,1
1668,sim,3,right,below,1
1669,real,3,left,above,1
1670,sim,3,left,below,1
1671,sim,3,right,above,1
1672,sim,3,right,below,1
1673,real,3,left,above,1
1674,sim,3,left,below,1
1675,sim,3,right,above,1
1676,sim,3,right,below,1
1677,real,3,left,above,1
1678,sim,3,left,below,1
1679,sim,3,right,above,1
1680,sim,3,right,below,1
1681,real,3,left,above,1
1682,sim,3,left,below,1
1683,sim,3,right,above,1
1684,sim,3,right,below,1
1685,real,3,left,above,1
1686,sim,3,left,below,1
1687,sim,3,right,above,1
1688,sim,3,right,below,1
1689,real,3,left,above,1
1690,sim,3,left,below,1
1691,sim,3,right,above,1
1692,sim,3,right,below,1
1693,real,3,left,above,1
1694,sim,3,left,below,1
1695,sim,3,right,above,1
1696,sim,3,right,below,1
1697,real,3,left,above,1
1698,sim,3,left,below,1
1699,sim,3,right,above,1
1700,sim,3,right,below,1
1701,real,3,left,against,1
1702,sim,3,right,against,1
1703,real,3,left,against,2
1704,sim,3,right,against,2
1705,real,3,left,against,1
1706,sim,3,right,against,1
1707,real,3,left,against,1
1708,sim,3,right,against,1
1709,real,3,left,against,1
1710,sim,3,right,against,1
1711,real,3,left,against,1
1712,sim,3,right,against,1
1713,real,3,left,against,1
1714,sim,3,right,against,1
1715,real,3,left,against,1
1716,sim,3,right,against,1
1717,real,3,left,against,1
1718,sim,3,right,against,1
1719,real,3,left,against,1
1720,sim,3,right,against,1
1721,real,3,left,against,1
1722,sim,3,right,against,1
1723,real,3,left,against,1
1724,sim,3,right,against,1
1725,real,3,left,against,1
1726,sim,3,right,against,1
1727,sim,3,left,against,1
1728,sim,3,right,against,1
1729,real,3,left,against,1
1730,sim,3,right,against,1
1731,real,3,left,against,1
1732,sim,3,right,against,1
1733,real,3,left,against,1
1734,sim,3,right,against,1
1735,real,3,left,against,1
1736,sim,3,right,against,1
1737,real,3,left,against,1
1738,sim,3,right,against,1
1739,real,3,left,against,1
1740,sim,3,right,against,1
1741,real,3,left,against,1
1742,sim,3,right,against,1
1743,real,3,left,against,1
1744,sim,3,right,against,1
1745,real,3,left,against,1
1746,sim,3,right,against,1
1747,real,3,left,against,1
1748,sim,3,right,against,1
1749,real,3,left,against,1
1750,sim,3,right,against,1
1801,real,3,left,beside,1
1802,sim,3,right,beside,1
1803,real,3,left,beside,4
1804,sim,3,right,beside,4
1805,real,3,left,beside,3
1806,sim,3,right,beside,3
1807,real,3,left,beside,6
1808,sim,3,right,beside,6
1809,real,3,left,beside,1
1810,sim,3,right,beside,1
1811,real,3,left,beside,7
1812,sim,3,right,beside,7
1813,real,3,left,beside,2
1814,sim,3,right,beside,2
1815,real,3,left,beside,1
1816,sim,3,right,beside,1
1817,real,3,left,beside,3
1818,sim,3,right,beside,3
1819,real,3,left,beside,1
1820,sim,3,right,beside,1
1821,real,3,left,beside,6
1822,sim,3,right,beside,6
1823,real,3,left,beside,2
1824,sim,3,right,beside,2
1825,real,3,left,beside,1
1826,sim,3,right,beside,1
1827,sim,3,left,beside,2
1828,sim,3,right,beside,2
1829,real,3,left,beside,1
1830,sim,3,right,beside,1
1831,real,3,left,beside,1
1832,sim,3,right,beside,1
1833,real,3,left,beside,1
1834,sim,3,right,beside,1
1835,real,3,left,beside,1
1836,sim,3,right,beside,1
1837,real,3,left,beside,1
1838,sim,3,right,beside,1
1839,real,3,left,beside,1
1840,sim,3,right,beside,1
1841,real,3,left,beside,3
1842,sim,3,right,beside,3
1843,real,3,left,beside,1
1844,sim,3,right,beside,1
1845,real,3,left,beside,1
1846,sim,3,right,beside,1
1847,real,3,left,beside,2
1848,sim,3,right,beside,2
1849,real,3,left,beside,1
1850,sim,3,right,beside,1
1851,real,3,left,close,2
1852,sim,3,right,close,2
1853,real,3,left,close,5
1854,sim,3,right,close,5
1855,real,3,left,close,1
1856,sim,3,right,close,1
1857,real,3,left,close,1
1858,sim,3,right,close,1
1859,real,3,left,close,4
1860,sim,3,right,close,4
1861,real,3,left,close,3
1862,sim,3,right,close,3
1863,real,3,left,close,1
1864,sim,3,right,close,1
1865,real,3,left,close,1
1866,sim,3,right,close,1
1867,real,3,left,close,5
1868,sim,3,right,close,5
1869,real,3,left,close,1
1870,sim,3,right,close,1
1871,real,3,left,close,1
1872,sim,3,right,close,1
1873,real,3,left,close,2
1874,sim,3,right,close,2
1875,real,3,left,close,1
1876,sim,3,right,close,1
1877,sim,3,left,close,1
1878,sim,3,right,close,1
1879,real,3,left,close,1
1880,sim,3,right,close,1
1881,real,3,left,close,1
1882,sim,3,right,close,1
1883,real,3,left,close,1
1884,sim,3,right,close,1
1885,real,3,left,close,1
1886,sim,3,right,close,1
1887,real,3,left,close,1
1888,sim,3,right,close,1
1889,real,3,left,close,1
1890,sim,3,right,close,1
1891,real,3,left,close,1
1892,sim,3,right,close,1
1893,real,3,left,close,2
1894,sim,3,right,close,2
1895,real,3,left,close,2
1896,sim,3,right,close,2
1897,real,3,left,close,1
1898,sim,3,right,close,1
1899,real,3,left,close,1
1900,sim,3,right,close,1
1901,real,3,left,front,1
1902,sim,3,left,behind,1
1903,sim,3,right,front,1
1904,sim,3,right,behind,1
1905,real,3,left,front,2
1906,sim,3,left,behind,2
1907,sim,3,right,front,2
1908,sim,3,right,behind,2
1909,real,3,left,front,1
1910,sim,3,left,behind,1
1911,sim,3,right,front,1
1912,sim,3,right,behind,1
1913,real,3,left,front,1
1914,sim,3,left,behind,1
1915,sim,3,right,front,1
1916,sim,3,right,behind,1
1917,real,3,left,front,1
1918,sim,3,left,behind,1
1919,sim,3,right,front,1
1920,sim,3,right,behind,1
1921,real,3,left,front,1
1922,sim,3,left,behind,1
1923,sim,3,right,front,1
1924,sim,3,right,behind,1
1925,real,3,left,front,3
1926,sim,3,left,behind,3
1927,sim,3,right,front,3
1928,sim,3,right,behind,3
1929,real,3,left,front,1
1930,sim,3,left,behind,1
1931,sim,3,right,front,1
1932,sim,3,right,behind,1
1933,real,3,left,front,1
1934,sim,3,left,behind,1
1935,sim,3,right,front,1
1936,sim,3,right,behind,1
1937,real,3,left,front,1
1938,sim,3,left,behind,1
1939,sim,3,right,front,1
1940,sim,3,right,behind,1
1941,real,3,left,front,1
1942,sim,3,left,behind,1
1943,sim,3,right,front,1
1944,sim,3,right,behind,1
1945,real,3,left,front,1
1946,sim,3,left,behind,1
1947,sim,3,right,front,1
1948,sim,3,right,behind,1
1949,real,3,left,front,1
1950,sim,3,left,behind,1
1951,sim,3,right,front,1
1952,sim,3,right,behind,1
1953,sim,3,left,front,1
1954,sim,3,left,behind,1
1955,sim,3,right,front,1
1956,sim,3,right,behind,1
1957,real,3,left,front,1
1958,sim,3,left,behind,1
1959,sim,3,right,front,1
1960,sim,3,right,behind,1
1961,real,3,left,front,1
1962,sim,3,left,behind,1
1963,sim,3,right,front,1
1964,sim,3,right,behind,1
1965,real,3,left,front,1
1966,sim,3,left,behind,1
1967,sim,3,right,front,1
1968,sim,3,right,behind,1
1969,real,3,left,front,1
1970,sim,3,left,behind,1
1971,sim,3,right,front,1
1972,sim,3,right,behind,1
1973,real,3,left,front,1
1974,sim,3,left,behind,1
1975,sim,3,right,front,1
1976,sim,3,right,behind,1
1977,real,3,left,front,1
1978,sim,3,left,behind,1
1979,sim,3,right,front,1
1980,sim,3,right,behind,1
1981,real,3,left,front,1
1982,sim,3,left,behind,1
1983,sim,3,right,front,1
1984,sim,3,right,behind,1
1985,real,3,left,front,1
1986,sim,3,left,behind,1
1987,sim,3,right,front,1
1988,sim,3,right,behind,1
1989,real,3,left,front,1
1990,sim,3,left,behind,1
1991,sim,3,right,front,1
1992,sim,3,right,behind,1
1993,real,3,left,front,1
1994,sim,3,left,behind,1
1995,sim,3,right,front,1
1996,sim,3,right,behind,1
1997,real,3,left,front,1
1998,sim,3,left,behind,1
1999,sim,3,right,front,1
2000,sim,3,right,behind,1
2051,real,3,left,left,4
2052,sim,3,left,right,4
2053,sim,3,right,left,1
2054,sim,3,right,right,7
2055,real,3,left,left,7
2056,sim,3,left,right,1
2057,sim,3,right,left,1
2058,sim,3,right,right,7
2059,real,3,left,left,6
2060,sim,3,left,right,2
2061,sim,3,right,left,1
2062,sim,3,right,right,7
2063,real,3,left,left,7
2064,sim,3,left,right,1
2065,sim,3,right,left,1
2066,sim,3,right,right,7
2067,real,3,left,left,7
2068,sim,3,left,right,1
2069,sim,3,right,left,1
2070,sim,3,right,right,7
2071,real,3,left,left,7
2072,sim,3,left,right,1
2073,sim,3,right,left,1
2074,sim,3,right,right,7
2075,real,3,left,left,7
2076,sim,3,left,right,1
2077,sim,3,right,left,1
2078,sim,3,right,right,7
2079,real,3,left,left,7
2080,sim,3,left,right,1
2081,sim,3,right,left,1
2082,sim,3,right,right,7
2083,real,3,left,left,6
2084,sim,3,left,right,2
2085,sim,3,right,left,1
2086,sim,3,right,right,7
2087,real,3,left,left,7
2088,sim,3,left,right,1
2089,sim,3,right,left,1
2090,sim,3,right,right,7
2091,real,3,left,left,7
2092,sim,3,left,right,1
2093,sim,3,right,left,1
2094,sim,3,right,right,7
2095,real,3,left,left,7
2096,sim,3,left,right,1
2097,sim,3,right,left,1
2098,sim,3,right,right,7
2099,real,3,left,left,6
2100,sim,3,left,right,2
2101,sim,3,right,left,1
2102,sim,3,right,right,7
2103,sim,3,left,left,7
2104,sim,3,left,right,1
2105,sim,3,right,left,1
2106,sim,3,right,right,7
2107,real,3,left,left,7
2108,sim,3,left,right,1
2109,sim,3,right,left,1
2110,sim,3,right,right,7
2111,real,3,left,left,5
2112,sim,3,left,right,3
2113,sim,3,right,left,1
2114,sim,3,right,right,7
2115,real,3,left,left,6
2116,sim,3,left,right,2
2117,sim,3,right,left,1
2118,sim,3,right,right,7
2119,real,3,left,left,7
2120,sim,3,left,right,1
2121,sim,3,right,left,1
2122,sim,3,right,right,7
2123,real,3,left,left,7
2124,sim,3,left,right,1
2125,sim,3,right,left,1
2126,sim,3,right,right,7
2127,real,3,left,left,7
2128,sim,3,left,right,1
2129,sim,3,right,left,1
2130,sim,3,right,right,7
2131,real,3,left,left,7
2132,sim,3,left,right,1
2133,sim,3,right,left,1
2134,sim,3,right,right,7
2135,real,3,left,left,7
2136,sim,3,left,right,1
2137,sim,3,right,left,1
2138,sim,3,right,right,7
2139,real,3,left,left,4
2140,sim,3,left,right,4
2141,sim,3,right,left,1
2142,sim,3,right,right,7
2143,real,3,left,left,6
2144,sim,3,left,right,2
2145,sim,3,right,left,1
2146,sim,3,right,right,7
2147,real,3,left,left,6
